epoch,train_c_loss,train_c_accuracy,val_loss,val_accuracy,test_c_loss,test_c_accuracy,learning_rate
85,0.9963329938650132,0.7473333482444287,|,1.0123944587707518,0.7013333497842152,|,2.465175216011028e-06
86,0.9968853131532669,0.7491904909312725,|,1.0152585169474284,0.709079381386439,|,2.218659913069838e-06
87,0.9967688482999801,0.7497619194090366,|,1.0130866349538168,0.7028571597735087,|,2.218659913069838e-06
88,0.9955883451104164,0.7477619194984436,|,1.0087193665504455,0.7103492232958476,|,1.9967959185587727e-06
89,0.9963952634334564,0.7499047765731811,|,1.0119079387982686,0.7052698576450348,|,1.7971181238210192e-06
90,0.9940502173900604,0.749285728931427,|,1.0134299133618672,0.7033650964101156,|,1.7971181238210192e-06
91,0.9967742608189583,0.7468571577966213,|,1.0143127336502076,0.7045079535643259,|,1.617407928846846e-06
92,0.9993314532637596,0.7480000147819519,|,1.0140020945866903,0.7055238266785939,|,1.455668591630753e-06
93,0.9970857136249542,0.7457143004536628,|,1.0146337610880534,0.7050158898035686,|,1.455668591630753e-06
94,0.9961443133354188,0.749476205199957,|,1.011101448535919,0.7071746197541555,|,1.3101030425707202e-06
95,0.9979928250908852,0.7442381103634834,|,1.0089339674313864,0.7097143024603526,|,1.1790939174075655e-06
96,0.9988329073190689,0.7500476338267327,|,1.0113442328770956,0.7076825562318166,|,1.1790939174075655e-06
97,0.9937769343852997,0.7515714432299138,|,1.012561622619629,0.7052698578834534,|,1.0611855868523958e-06
98,0.9956936491727829,0.7499047764539719,|,1.0098556286493938,0.7069206515947978,|,1e-06
99,0.9971122528910636,0.7433809674978257,|,1.0148551165262858,0.7062857313156128,|,1e-06
100,0.9955465306043625,0.7473809671998024,|,1.0122335311571757,0.7069206516742707,|,1e-06
101,0.9973875126838684,0.7449523957967759,|,1.0085430471102397,0.7040000166098277,|,1e-06
102,0.9960169767737389,0.7478095386326313,|,1.014762407620748,0.7097143026192984,|,1e-06
103,0.9968047832846642,0.7469047768712044,|,1.0123548758824665,0.7014603346188863,|,1e-06
104,0.9961887421011925,0.7440000150799752,|,1.0126547096570333,0.7059047785600027,|,1e-06
105,0.9937586798667908,0.7481428720355033,|,1.0146249049504599,0.7048889058430989,|,1e-06
106,0.9968654531240463,0.7458571577072144,|,1.0059006803830464,0.7084444614251455,|,1e-06
107,0.9949011039137841,0.749523824185133,|,1.0084359774589537,0.716698429107666,|,1e-06
108,0.9923029226064682,0.753714300274849,|,1.014968035697937,0.7040000169277191,|,1e-06
109,0.9976140464544296,0.7463809674084186,|,1.0085040259361266,0.7045079535643259,|,1e-06
110,0.9952442250847816,0.7496666814684868,|,1.010713170369466,0.7067936675548554,|,1e-06
111,0.9943325238227845,0.7447619197070598,|,1.0150070544878642,0.7046349376837413,|,1e-06
112,0.9955504981279373,0.7501904909312725,|,1.0113677722613017,0.7080635092258454,|,1e-06
113,0.9955820127129554,0.7462381098866463,|,1.0154381992022197,0.6940952554543813,|,1e-06
114,0.9952063945531845,0.7489523957073688,|,1.013160351594289,0.7097143026192984,|,1e-06
115,0.9968226038813591,0.7469047767221928,|,1.0136601546605428,0.7078095406691234,|,1e-06
116,0.9975639362335205,0.7470952529907227,|,1.0127662817637126,0.6995555723508199,|,1e-06
117,0.9957504984140396,0.7466190625429153,|,1.0111416562398274,0.6994285881519318,|,1e-06
118,0.9972883882522583,0.749095252752304,|,1.0139512082735698,0.7013333506584167,|,1e-06
